complaint_text,mapped_category,urgency_label
"While I was backing my car, I accidentally hit my neighbor's gate, causing a minor dent. He came out and started shouting, threatening to 'break my bones'. His aggression was completely disproportionate.",Criminal Intimidation,Medium
I am a witness to a hit-and-run case. The driver's relatives have been calling me and telling me to 'forget what I saw' if I value my family's safety. I feel pressured to withdraw my statement.,Criminal Intimidation,High
"My tenant has stopped paying rent for three months. When I asked him to vacate, he threatened me, saying he has connections with local criminals and that I should not mess with him.",Criminal Intimidation,High
A group of senior students at my college are forcing me to do their assignments. They have threatened to fail me in my practical exams with the help of a student-teacher if I don't comply.,Criminal Intimidation,Medium
"My business competitor has been sending his men to my shop. They just stand outside for hours, staring at my customers, creating a very intimidating atmosphere. My sales have dropped as people are scared to enter.",Criminal Intimidation,Medium
"I had a dispute with a man over a land deal. Now, he often follows my car, drives dangerously close, and gives me threatening looks. It feels like he is trying to intimidate me into backing down.",Criminal Intimidation,Medium
"After I filed a complaint against a local government official for corruption, he has been indirectly threatening me through common acquaintances, suggesting that my business licenses could be cancelled.",Criminal Intimidation,High
"My neighbor's aggressive dog often barks ferociously and lunges at me whenever I pass their house. The owner encourages this behavior and has told me, 'You better be careful, he bites'. I feel threatened.",Criminal Intimidation,Low
"A person from whom I borrowed money is now sending me pictures of my house and my family members, with threatening captions. He is trying to scare me into paying him back faster than we agreed.",Criminal Intimidation,High
"During a tense society meeting, a member who disagreed with me made a gesture of slitting his throat while looking directly at me. It was a clear, non-verbal threat.",Criminal Intimidation,Medium
The opposition in my village panchayat election is trying to force me to withdraw my nomination. They have threatened to boycott my family socially and economically if I don't listen to them.,Criminal Intimidation,Medium
A man whose advances I rejected at my workplace is now constantly staring at me and has made subtle threats like 'it's not safe for women to travel alone late at night'. I feel targeted and unsafe.,Criminal Intimidation,Medium
"A police officer, in his personal capacity, is trying to intimidate me to settle a civil dispute in his relative's favor. He has been calling me and reminding me of his position and power.",Criminal Intimidation,High
I have been protesting against illegal construction in my area. The builder has now sent a message telling me to 'mind my own business' and that he 'knows how to handle people like me'.,Criminal Intimidation,Medium
"A group of men are claiming a piece of my farm land as their own. They bring weapons and sit on the land, preventing me from cultivating it. They haven't attacked me yet, but their presence is a clear threat.",Criminal Intimidation,High
"After a road rage incident, the other driver followed me home. He now frequently parks his car outside my house for hours, just watching. This silent stalking is extremely unnerving.",Criminal Intimidation,Medium
My daughter's ex-boyfriend refuses to accept their breakup. He has been threatening to harm himself and blame her for it if she doesn't get back with him. This is severe emotional intimidation.,Criminal Intimidation,Medium
A suspended employee is loitering around the office premises and has been heard making threats against the manager who fired him. We are concerned about the safety of our manager and other staff.,Criminal Intimidation,High
I am part of a labor union. The factory management has been threatening to fire the union leaders and file false police cases against them if we go ahead with our planned strike for better wages.,Criminal Intimidation,Medium
"I run a small tiffin service. A rival service provider has threatened me to stay out of a particular residential area, claiming it as their 'territory'. They said there would be consequences if I delivered food there.",Criminal Intimidation,Low
"During a family gathering, a relative who was intoxicated got into an argument with me. He grabbed my collar and was about to punch me when other family members intervened and stopped him.",Assault,Medium
I am a school teacher. A parent of a student I had disciplined came to the school and shouted at me in front of all the students. He poked me in the chest aggressively while threatening me.,Assault,Medium
"While I was on my scooter, a car driver who was on his phone suddenly swerved and hit me, causing me to fall and get scraped. He didn't even stop to check on me, he just sped away.",Assault,High
"In a disagreement over a bill, the shopkeeper got angry and threw the credit card machine at me. It missed me but it was a clear act of violent aggression.",Assault,Low
A security guard in my building manhandled me and pushed me out of the elevator during an argument about bringing a delivery person up. He used excessive force for a minor issue.,Assault,Medium
I was attacked by a stray dog that has been getting increasingly aggressive. It bit me on my leg and I had to get rabies shots. Several other people in the area have also been attacked by the same dog.,Assault,Medium
"A person on the street, who seemed mentally unstable, suddenly started shouting at me and spat on my face before walking away. It was a disgusting and unprovoked act.",Assault,Low
"During the Holi festival, some strangers forcibly applied harsh chemical colors on my face and in my hair, causing a severe skin allergy and eye irritation. My requests to stop were ignored.",Assault,Low
"A mob of people attacked a hospital and broke furniture after a patient died. In the chaos, I, a staff nurse, was pushed around and slapped by a family member of the deceased.",Assault,High
My son was beaten up by a group of bullies at his school. He has a black eye and several bruises. The school is trying to downplay the incident as a 'small fight'.,Assault,Medium
"A rickshaw driver and I had an argument over the fare. He refused to return my change and when I insisted, he grabbed my arm and twisted it, causing me pain.",Assault,Low
"I was travelling by train when a co-passenger, who was drunk, started misbehaving. When I objected, he tried to pick a fight and even pushed me. The TTE had to intervene.",Assault,Medium
A man on a bike intentionally splashed muddy water on me as I was walking on the side of the road. It was a deliberate act to harass me.,Assault,Low
"A domestic help union protested outside our society. During the protest, one of the members threw a stone which hit my window. It was not targeted at me but was part of the general violence.",Assault,Medium
"I was in a queue at a government office. Someone tried to cut the line and when I objected, he deliberately stomped on my foot and pushed me aside.",Assault,Low
"Two of my neighbors were having a loud fight. When I went to intervene, one of them pushed me against the wall, telling me to stay out of it. I suffered a minor back injury.",Assault,Medium
"A hawker was occupying a part of the footpath. When I asked him to make way, he started arguing and threw his basket of vegetables on the ground, some of which hit me.",Assault,Low
I was attacked and bitten by my neighbor's pet monkey which had escaped its cage. The owner is now refusing to pay for my medical treatment and is not getting the animal secured.,Assault,Medium
"During a political rally, a scuffle broke out between rival groups. I was caught in the middle and was hit by a lathi (stick) by a police officer who was trying to control the crowd.",Assault,High
"A man in the cinema hall was talking loudly on his phone. When I asked him to be quiet, he threatened me and threw his popcorn bucket at me.",Assault,Low
"A man keeps entering our society's swimming pool area, even though he is not a resident and is not allowed. He claims to be a guest of a resident who is not even in town. He refuses to listen to the security guards.",Criminal Trespass,Low
"I own a small vacant plot of land. I recently discovered that a neighboring factory has started using my plot to dump their industrial waste, without my knowledge or permission. They have trespassed and are polluting my land.",Criminal Trespass,Medium
A group of youths have been climbing the wall of our gated community at night to use the basketball court. They make a lot of noise and leave a mess. They have no permission to be there.,Criminal Trespass,Low
"My ex-boyfriend, against whom I have a restraining order, showed up at my house yesterday. He did not enter but he stood on my porch for ten minutes before leaving. This is a violation of the court order.",Criminal Trespass,High
A media reporter and his cameraman entered my hospital room without permission to get a statement from me after I was involved in an accident. This is a gross invasion of my privacy at a vulnerable time.,Criminal Trespass,Medium
"I have a farm in a rural area. My neighbor deliberately lets his cattle graze on my crops, causing significant damage. I have warned him multiple times, but he continues to let them trespass.",Criminal Trespass,Medium
Someone has been sleeping in the common electrical room of our apartment building at night. This is not only trespassing but also a huge fire safety risk for all the residents.,Criminal Trespass,Medium
A company has put up a large advertising hoarding on the terrace of my building without taking my permission or paying any rent. They have trespassed and are using my property illegally.,Criminal Trespass,Low
I came home to find a stranger passed out drunk in my garden. He seems to have wandered in as I had forgotten to lock the gate. He caused no harm but it was a shocking discovery.,Criminal Trespass,Low
"A real estate agent has been showing my rented apartment to prospective tenants without giving me any prior notice, using a spare key he got from the owner. He walks in when I am not at home. This is a complete breach of my privacy.",Criminal Trespass,Medium
Some local boys use my under-construction house as a place to hang out and smoke in the evenings. They have broken some windows and have scribbled graffiti on the walls.,Criminal Trespass,Medium
"A journalist from a local paper trespassed onto my private property to take pictures of a family function, despite being told to stay out. He then published these private photos in the paper.",Criminal Trespass,Medium
"A delivery person, instead of leaving the package at the reception as instructed, came up to my apartment and started peeking through my window. His behavior was very suspicious and creepy.",Criminal Trespass,Low
"My neighbor has extended his balcony, and a part of it is now encroaching into the air space of my property. This is illegal construction and trespass.",Criminal Trespass,Medium
I run a small private library. A person whose membership was cancelled for misbehavior keeps entering the premises and creating a disturbance. He refuses to leave when asked.,Criminal Trespass,Low
"A person who was fired from our company was found in the office premises after hours, near the server room. We suspect he was trying to commit data theft or sabotage.",Criminal Trespass,High
"A group of people are conducting religious rituals on my private agricultural land, claiming it to be a sacred spot. They have no right to do so and are preventing me from using my land.",Criminal Trespass,Medium
"A sales team from a company forced their way into our society building, bypassing security, and are now going door-to-door, harassing residents. They are trespassing.",Criminal Trespass,Low
"I had explicitly told a particular relative not to come to my house due to past behavior. Today, he showed up uninvited and created a huge scene, refusing to leave for hours.",Criminal Trespass,Medium
A political party has painted their election symbol and slogans on the boundary wall of my house without my permission. This is defacement of my private property and trespass.,Criminal Trespass,Low
"Someone has been tampering with the nameplates and doorbells of several apartments in my wing. It seems to be a childish prank, but it is irritating and causes confusion.",Mischief,Low
"My neighbor, with whom I have a long-standing dispute, has intentionally thrown corrosive chemical on my car, causing the paint to bubble and peel off. This is a clear act of vengeance and vandalism.",Mischief,High
"Someone has been deliberately cutting the cable TV and internet wires for our entire floor. It has happened multiple times, always on weekends. It seems like a deliberate act of mischief.",Mischief,Medium
"A group of kids in my neighborhood keep ringing my doorbell late at night and running away. It's a classic prank, but it's becoming a frequent nuisance and disturbs my elderly parents.",Mischief,Low
I suspect a rival shopkeeper has mixed something in my water tank. The water has been smelling strange for two days. This is a dangerous act of mischief that could affect my family's health.,Mischief,High
"Someone has put superglue into the keyhole of my shop's shutter lock. I was unable to open my shop this morning and had to call a locksmith, which cost me time and money.",Mischief,Medium
"During a recent protest, some miscreants defaced a public statue by throwing black paint on it. This is an insult to our heritage and an act of vandalism.",Mischief,Medium
"Someone has been letting the air out of the tires of my scooter every few days. I have no idea who is doing it or why, but it's a huge inconvenience for me.",Mischief,Low
"A tenant who I had to evict for non-payment of rent has, out of spite, destroyed the plumbing fixtures and broken the windows of the apartment before leaving. This is intentional property damage.",Mischief,High
A group of unidentified youths on bikes have been breaking the streetlights in our lane with stones. This has made the entire street dangerously dark at night.,Mischief,Medium
"My neighbor's kid, while playing cricket, has broken the glass pane of my window for the third time. The parents refuse to discipline their child or pay for the damages.",Mischief,Low
Someone has intentionally scratched my name and written abuses on the wall of the elevator in my building. This is a targeted act of mischief and harassment.,Mischief,Low
"I run a small dairy farm. I suspect a competitor has been deliberately contaminating my cattle's feed, as several of my cows have fallen sick with similar symptoms.",Mischief,High
Someone has been burning a small pile of garbage right outside my gate every night. The smoke and smell enter my house and are a major health and fire hazard.,Mischief,Medium
Some miscreants have damaged the benches and flower pots in our society's garden. This senseless act of destruction has ruined a beautiful common space for residents.,Mischief,Low
I found that someone has poured a large amount of sugar into the petrol tank of my car. This can cause severe damage to the engine. It is a malicious act of sabotage.,Mischief,High
Someone has been deliberately breaking the glass bottles of alcohol near the children's play area in the park at night. The broken glass is a huge safety hazard for the kids.,Mischief,Medium
A group of students from a nearby college have been scribbling graffiti and offensive slogans on the walls of our residential complex. They have ruined the new paint job.,Mischief,Low
"My neighbor has intentionally diverted the overflow from his rooftop water tank so that it flows directly onto my balcony, causing a mess and dampening my walls.",Mischief,Low
"Someone has cut the strings of all the kites I had left to dry on my terrace. It's a small thing, but it was a deliberate and mean-spirited act.",Mischief,Low
"The stray dogs in our locality have become a menace. They bark all night, chase vehicles, and have bitten several people. The municipal corporation has not taken any action despite repeated complaints.",Public Nuisance,Medium
"A group of youths gather every evening near my house to smoke and play loud music on their portable speakers. They often pass lewd comments at women who pass by, creating an unsafe atmosphere.",Public Nuisance,Medium
"The open garbage dump in our area is not cleared regularly. It has become a huge, stinking pile that attracts flies and diseases, making the entire area unlivable.",Public Nuisance,High
"My upstairs neighbor does heavy construction and drilling work inside their flat at odd hours, including late at night and on Sundays. The noise is unbearable and violates the society rules.",Public Nuisance,Low
People from the neighboring building throw their garbage directly onto the vacant plot beside my house. It has turned the plot into a breeding ground for mosquitoes and is a major health concern.,Public Nuisance,Medium
"A large group of bats has infested an old tree right next to our building. Their screeching is very loud at night, and their droppings make the area very dirty and unhygienic.",Public Nuisance,Low
"During the wedding season, the banquet halls in my area play extremely loud music well past the 10 PM deadline, disturbing the peace of the entire neighborhood.",Public Nuisance,Medium
"The street outside my house has several large potholes that have not been repaired for months. They fill with water during the monsoon, causing accidents and traffic jams. It is a public nuisance.",Public Nuisance,Medium
"A man in our society keeps feeding pigeons from his balcony. This attracts hundreds of birds, and their droppings have ruined the balconies and AC units of all the flats below his.",Public Nuisance,Low
"A mobile food truck parks at a busy intersection every evening, causing a major traffic bottleneck. Customers park their vehicles haphazardly, adding to the chaos.",Public Nuisance,Low
"The local gym in our building plays loud, bass-heavy music from early morning. The vibrations and noise are a constant disturbance for the residents living on the floors above and below the gym.",Public Nuisance,Low
"The drainage system in our street is clogged, and during rains, the dirty water enters our homes. We have complained many times to the municipality, but no permanent solution has been provided.",Public Nuisance,High
"A group of people have started an unauthorized parking service in our lane, and they harass residents who try to park their own cars. They are illegally commercializing a public space.",Public Nuisance,Medium
The smoke and smell from a nearby restaurant's kitchen chimney are directed right towards my apartment window. My house is constantly filled with cooking fumes.,Public Nuisance,Low
"Stray cattle are often left to wander on the main roads in our area. They cause traffic jams and are a major cause of accidents, especially at night.",Public Nuisance,Medium
"A person in my neighborhood hoards a lot of scrap and junk in his house and the common passage. It is a major fire hazard and attracts pests, affecting the entire floor.",Public Nuisance,Medium
"The bright, flashing neon sign of a new shop across the street is extremely disturbing at night. The light comes directly into my bedroom and makes it difficult to sleep.",Public Nuisance,Low
"People regularly drink alcohol in their cars in the public parking lot of our society at night. They leave behind empty bottles and create a nuisance, making residents feel unsafe.",Public Nuisance,Medium
"An illegal market of street hawkers has come up on the footpath, leaving no space for pedestrians. We are forced to walk on the main road, which is dangerous due to heavy traffic.",Public Nuisance,Medium
"The corpse of a dead animal has been lying on our street for two days. Despite several calls, the municipal body has not come to remove it. The smell is unbearable and it's a health risk.",Public Nuisance,Medium
I was walking on a busy street when a man on a motorcycle snatched my gold chain from my neck and sped away through the traffic. It happened in an instant. The chain was of great sentimental value.,Robbery,High
"My father runs a small jewelry shop. Yesterday, two men posing as customers entered the shop, then suddenly pulled out a gun and forced him to hand over all the cash and some jewelry. They locked him in the backroom before leaving.",Robbery,High
"While my family and I were having dinner, four masked men broke into our house through the kitchen window. They were armed with knives and rods. They tied us up and ransacked the entire house, stealing cash, laptops, and all my wife's jewelry.",Robbery,High
"I was driving home late at night when another car intentionally bumped me from behind. When I got out to check, two men from the car threatened me and drove away with my car. It was a planned carjacking.",Robbery,High
"I work as a cashier at a petrol pump. Last night, a group of men arrived on bikes, threatened me with a knife, and took all the money from the cash counter. They also took my phone so I couldn't call for help immediately.",Robbery,High
"As a medical representative, I carry a bag with product samples and my tablet. Yesterday, in a deserted lane, I was stopped by two men who beat me up and stole my bag. I suffered minor injuries and lost goods worth a lot.",Robbery,High
"I was selling my old phone through an online ad. The 'buyer' asked to meet in a secluded spot. When I reached, he and his friend threatened me and took the phone without paying. It was a setup.",Robbery,Medium
"My elderly mother was alone at home when a person came pretending to read the electricity meter. Once inside, he gagged her and stole her gold bangles and the cash she had in her purse. She is now extremely traumatized.",Robbery,High
"I was on a video call while walking in a park. Someone came from behind and snatched the phone from my hand. I tried to chase him, but he jumped on a waiting motorcycle and they fled.",Robbery,Medium
"A group of men stopped the bus I was travelling in on a highway at night. They were armed and they robbed all the passengers of their cash, phones, and valuables before running away into the nearby fields.",Robbery,High
"My shop was broken into at night. The thieves not only stole all the expensive merchandise but also completely vandalized the place, breaking furniture and CCTV cameras. The total loss is crippling for my small business.",Robbery,High
"I was returning from a late movie show with my friend. Our rickshaw was stopped by another rickshaw, and the men inside forced us to give them our wallets and watches. They threatened to hurt us if we resisted.",Robbery,High
"A farmer in my village was robbed of his entire harvest, which he was taking to the market. A group of men stopped his tractor on a lonely road, beat him up, and took away all his produce.",Robbery,High
"I was at a crowded railway station. While I was buying a ticket, a person bumped into me. I later realized that in that moment, he had skillfully stolen my wallet from my front pocket. It was a professional pickpocket.",Robbery,Medium
"A woman with a child came to my door asking for water. When I went inside to get it, she quickly snatched my phone which was kept on a nearby table and ran away. The child was used as a distraction.",Robbery,Low
I was forced by an armed man to withdraw money from three different ATMs until I reached my daily withdrawal limit. He accompanied me to each ATM and took all the cash.,Robbery,High
"My friend and I were camping in a designated tourist spot. In the middle of the night, our tent was cut open by two men who threatened us with sticks and stole our cameras, phones, and trekking gear.",Robbery,Medium
"A new tenant moved into my building. After a few days, he held a party and robbed the invited guests of their belongings at gunpoint. He was not a real tenant; it was a planned crime.",Robbery,High
I run a courier service. One of my delivery boys was intercepted on his route by men who knew he was carrying a high-value shipment. They assaulted him and stole the specific package he was carrying.,Robbery,High
"While I was stopped at a traffic signal, a person knocked on my window pretending to be a beggar. As I lowered the glass slightly, he quickly unlocked the door, snatched my handbag from the passenger seat, and ran.",Robbery,Medium
I received a WhatsApp message with a fake electricity bill from 'Dakshin Gujarat Vij Company Ltd (DGVCL)'. It threatened immediate disconnection and provided a link to pay. The link was a phishing site that stole my net banking credentials.,Cybercrime,High
"Someone has put my diamond business's details on a fake website, offering diamonds at a very low price. They are collecting advance payments from buyers and then disappearing. This is ruining my reputation in the Surat diamond market.",Cybercrime,High
"A person on Instagram, claiming to be a textile wholesaler from the Millennium Market, took a large advance payment from me for a shipment of sarees. He has since blocked me and his profile has been deleted. He cheated me of over 2 lakh rupees.",Cybercrime,High
"My son has been targeted in an online gaming scam. The scammer, his 'online friend', convinced him to share my credit card details for an 'in-game purchase'. Multiple unauthorized international transactions were made afterwards.",Cybercrime,High
"A fake rental listing for a flat in Vesu was posted online. The 'owner' asked for a deposit via UPI to 'secure' the flat. After I sent the money, he stopped answering calls. I later found out the flat was never for rent.",Cybercrime,High
"My husband lost a significant amount of money in his textile business. He is now forcing me to ask my parents for money to cover his losses. When I refused, he locked me in the bedroom and took my phone away.",Domestic Violence,High
"My brother-in-law, who lives with us in our Adajan flat, constantly makes excuses to touch me inappropriately. My husband is out of town for work frequently, and I feel extremely unsafe and scared in my own home.",Domestic Violence,High
My in-laws are forcing me to give my entire salary from my job at the diamond unit to them. They claim it is their right. They emotionally blackmail my husband and turn him against me if I try to keep any money for myself.,Domestic Violence,High
"My wife is having an affair. When I confronted her with proof, she and her lover threatened to file a false domestic violence and dowry case against me and my elderly parents if I exposed them or filed for divorce.",Domestic Violence,High
"My adult son is unemployed and spends all day at home. He constantly demands money for his expenses. Last night, when I refused, he threw a steel plate at me and verbally abused me in front of the neighbors. I am a retired senior citizen.",Domestic Violence,High
"I had parked my new scooter outside the VR Mall in Piplod. When I returned, the scooter was gone. I have checked with the security, but their cameras did not cover that specific parking area. It's a huge loss for me.",Theft,High
Someone stole two large textile parcels from our delivery tempo while it was stuck in traffic near the Ring Road market. The parcels contained expensive dress materials meant for a client.,Theft,Medium
"I live on the third floor. Last night, someone climbed the pipes and stole the outdoor unit of my split AC from the balcony. This is a very daring theft, and several similar incidents have happened in our Vesu area.",Theft,Medium
"My daughter's bicycle was stolen from the society's designated parking area in Palanpur. We have CCTV footage, but the thief's face is not clear. It's the second bicycle theft here this month.",Theft,Low
"While shopping in the crowded textile market at Sahara Darwaja, someone slit my handbag with a blade and stole my purse. It had cash, my debit card, and my house keys.",Theft,Medium
"My father runs a small provision store in Katargam. Last night, thieves broke the shutter lock and stole cash from the drawer and many expensive items like ghee tins and dry fruits.",Theft,Medium
"Two men on a motorcycle snatched the gold chain from my wife's neck while we were on our evening walk on the Gaurav Path road. It happened so fast, and they just vanished into the traffic.",Robbery,High
"I work in a diamond polishing unit in Varachha. Yesterday evening, as I was leaving work, two men cornered me, threatened me with a knife, and stole the small packet of diamonds I was carrying for my employer.",Robbery,High
"Our family was returning late from a wedding. Near the Dumas beach road, a car overtook us and forced us to stop. Four men with sticks got out, broke our car's window, and robbed us of all our valuables.",Robbery,High
"I am an Angadia (traditional courier) for the diamond industry. While on my route in Mahidharpura, I was assaulted by two men who tried to snatch my bag. I resisted and shouted, and they fled, but I was injured in the struggle.",Robbery,High
"A man pretending to be a gas agency employee came to check our pipeline. Once inside, he pulled out a weapon and robbed my wife, who was alone at home, of her mangalsutra and cash.",Robbery,High
"The builder of our newly constructed apartment in Adajan promised a gym and a children's play area, which are mentioned in the brochure. Now that we have moved in, he is refusing to provide these amenities.",Cheating,Medium
"I bought a box of famous Surti sweets (ghari) from a well-known shop in Chauta Bazaar. When I got home, I found the sweets were stale and had a strange smell. They refused to replace or refund it.",Cheating,Low
"A person sold me a 'used' high-end mobile phone at a cheap price near the railway station. It worked for a day, but it was a Chinese knock-off and is now completely dead. The seller is untraceable.",Cheating,Medium
I gave my saree to a boutique in Ghod Dod Road for value-addition work. They have ruined the expensive saree with poor quality materials and are now charging me an exorbitant amount for the shoddy work.,Cheating,Medium
"A financial consultant in Piplod took a large sum of money from me, promising to invest it in the stock market for high returns. It's been six months, and he has not given me any statement and is now avoiding my calls.",Cheating,High
"A local cable operator in the Udhna area took a yearly subscription fee from our entire society. After two months, his service has stopped working, and his office is locked. He has cheated dozens of families.",Fraud,Medium
"There is a person near the old Collector's office who promises to get government paperwork, like licenses and certificates, done quickly for a fee. He takes the money and the original documents and then disappears.",Fraud,High
"I received a call from someone claiming to be from the Surat Municipal Corporation (SMC), offering a discount on property tax. He tricked me into revealing my bank details to 'process the refund'. My account was emptied soon after.",Fraud,High
"I responded to an ad for a job in a diamond company in Varachha. They conducted a fake interview and asked me to pay for a 'uniform and security deposit'. After I paid, I discovered the company doesn't exist.",Fraud,Medium
"A group of men are running a fake parking service near the Dumas beach entry point on weekends. They print fake receipts and extort money from tourists, threatening to damage their cars if they don't pay.",Extortion,Low
A man who has some political connections is running an illegal construction on the floor above my shop in the textile market. He is threatening me to keep quiet when I complain about the damage to my property from the construction.,Extortion,High
"A person has recorded a video of my car violating a traffic rule. He is now blackmailing me to pay him money every month, otherwise he will report the video to the traffic police.",Extortion,Medium
My business rival in the textile market is spreading false rumors that my goods are of inferior quality and that I am going bankrupt. This defamation is causing my customers to leave.,Defamation,Medium
"A local Gujarati newspaper published a one-sided story about a family property dispute, portraying me as the villain without taking my statement. This has damaged my reputation in our community.",Defamation,High
A person I am having a dispute with over a parking spot in our society in Pal has been threatening my children. He tells them to 'be careful' when he sees them playing. This is a veiled threat.,Criminal Intimidation,Medium
"The money lender from whom I had taken a loan is now sending his goons to my house in Katargam. They sit outside my house for hours, intimidating my family and creating a fearful environment.",Criminal Intimidation,High
"During a heated argument over a cricket match, a boy from the opposing team threatened to come back with his older brother and 'teach me a lesson'. I am now scared of leaving my house alone.",Criminal Intimidation,Low
A fight broke out between two groups of weavers in the Pandol industrial area over a payment dispute. I was just a bystander but got pushed around and suffered a bruise in the commotion.,Assault,Low
"I am a doctor at the Civil Hospital. The relatives of a patient who passed away became violent and slapped me, blaming me for the death. They created a huge ruckus and damaged hospital property.",Assault,High
"The security guard of our society in Vesu refused to let my friend's car in. During the argument, he got aggressive and pushed me. It was an unnecessary use of force.",Assault,Medium
"A man has been illegally parking his large truck in front of my house in a residential 'pol' in the old city, blocking my entrance completely. He becomes abusive and refuses to move it when I tell him.",Criminal Trespass,Medium
A group of teenagers has been using the terrace of our apartment building in Jahangirabad to have parties at night. They are not residents and they leave behind a mess of bottles and garbage. They are trespassing.,Criminal Trespass,Low
Someone has been repeatedly breaking the glass on the society notice board in our Adajan apartment complex. It's a senseless act of vandalism that is costing the residents money.,Mischief,Low
"During the recent monsoon rains, some kids intentionally choked the storm water drain on our street with stones and garbage, causing the entire street to flood with dirty water. This was a deliberate act of mischief.",Mischief,Medium
A rival textile trader deliberately spilled a chemical on a large bundle of my finished sarees that were ready for transport. The entire lot is now ruined. This was an act of business sabotage.,Mischief,High
"The chemical factories in the Pandesara GIDC area release toxic fumes at night. The smell is unbearable, and many residents, especially children, are developing breathing problems.",Public Nuisance,High
"During the Ganesh Chaturthi festival preparations, some groups block entire roads for days to erect their pandals, causing massive traffic diversions and inconvenience to the public.",Public Nuisance,Medium
"The street vendors on the bridge over the Tapi river cause huge traffic jams in the evening. They occupy a whole lane, and people stop their cars to buy things, creating a hazardous situation.",Public Nuisance,Medium
A person in my society in Althan keeps a dozen cats in his small flat. The foul smell from his apartment has become a major nuisance for all the neighbors on our floor.,Public Nuisance,Low
A group of boys perform dangerous motorcycle stunts on the busy Udhna-Magdalla road late at night. Their noise and reckless driving are a constant threat to public safety.,Public Nuisance,Medium
"A person claiming to be from a major IT firm on SG Highway offered me a job. They conducted interviews on Skype and sent a fake offer letter, then asked for a 'laptop and security deposit'. After I paid 75,000 rupees, they disappeared.",Cybercrime,High
"My father's phone was remotely hacked after he clicked on a link in an SMS about his pension KYC. The hacker took control of his phone, accessed his banking apps using the saved passwords, and transferred his entire life savings.",Cybercrime,High
Someone created a deepfake video of a local politician from Ahmedabad and is spreading it on WhatsApp to incite communal tensions before the upcoming municipal elections. The video is very realistic and is spreading rapidly.,Cybercrime,High
"I tried to pay at a popular food truck near Vastrapur Lake using a QR code. The payment failed, but the amount was debited. I suspect the original QR code was replaced with a scammer's. The vendor said many people have faced this issue recently.",Cybercrime,High
"A sophisticated group is targeting senior citizens in Ahmedabad with a 'police verification' scam. They call, pretend to be cops, claim a family member is in trouble, and demand payment to 'settle the case'. My neighbor in Satellite lost a large sum.",Cybercrime,High
"My business partner, who is also my brother, has been siphoning money from our joint account for our garment business in the old city. When I confronted him with bank statements, he threatened to physically harm me and my family.",Domestic Violence,High
"My husband and his family have been harassing me for years because of my dark complexion. They call me names, compare me to my fairer sister-in-law, and my husband refuses to take me to any social gatherings. The mental cruelty is unbearable.",Domestic Violence,High
"I am being forced by my parents to marry against my will. They have confined me to our house in Maninagar and have taken away my phone and laptop. They are emotionally blackmailing me, saying I will ruin the family's honor if I refuse.",Domestic Violence,High
My sister's husband has a severe gambling addiction. He has sold all her jewelry without her permission and has now taken huge debts. Debt collectors are now coming to their Bopal home and threatening the family.,Domestic Violence,High
"My son and daughter-in-law, who live with me, are neglecting me. They do not give me proper food on time and have refused to take me to the doctor for my chronic illness. They are waiting for me to die so they can get the house.",Domestic Violence,High
"I live in a 'pol' in the old city of Ahmedabad. My husband often comes home drunk and creates a scene, shouting and abusing me. The walls are thin, and all the neighbors can hear. It is humiliating and terrifying.",Domestic Violence,High
"My wife has a severe anger management issue. During arguments, she throws household items at me. Last week, she threw a heavy steel container that hit my shoulder, causing a deep bruise. She then threatens to file a fake case if I complain.",Domestic Violence,High
My family is preventing my daughter from pursuing a career in sports. They say it is not for 'girls from good families'. They have stopped her from attending her training at the Shahibaug stadium and are mentally harassing her.,Domestic Violence,High
"I was on my morning walk at the Sabarmati Riverfront near Ellis Bridge when two men on a bike snatched my mobile phone and sped away. The walkway was crowded, but they were too fast.",Theft,Medium
My laptop and some important documents were stolen from my car parked near IIM Ahmedabad. The thieves broke the rear window glass to get in. I was in a meeting for just about an hour.,Theft,High
"Someone stole my wallet from my locker at a premium gym in Bodakdev. I had locked it properly. I suspect it's an inside job, as there was no sign of a forced break-in.",Theft,Medium
"I had ordered groceries online. The delivery boy left the bags outside my flat door in my Bopal society as requested, but someone stole them before I could collect them a few minutes later.",Theft,Low
"While traveling in a crowded AMTS bus from Kalupur to Lal Darwaja, my gold earring was skillfully removed. I only realized it when I got off the bus. It's a traditional piece with sentimental value.",Theft,Medium
"Thieves have been stealing the iron manhole covers from our street in the Vasna area. This has happened multiple times, and the open manholes are a major safety hazard, especially during the current monsoon season.",Theft,Medium
My child's expensive football shoes were stolen from the changing room at his sports academy in the Kankaria area. Many other kids have also complained about their belongings going missing.,Theft,Low
"I am a student at Gujarat University. Someone stole my brand-new textbook from the university library. I had left it on a table to go to the washroom, and it was gone when I returned.",Theft,Low
Someone stole the headlights and side mirrors from my car parked inside my own society's parking in Navrangpura. The security guard claims he saw nothing. The replacement cost is very high.,Theft,Medium
I work at the Civil Hospital in Asarwa. Someone stole my tiffin bag from the common staff room. It not only contained my lunch but also my wallet and house keys.,Theft,Medium
"While I was enjoying the street food at Manek Chowk at night, someone from the dense crowd pickpocketed my wallet. The place is famous for this, and I was careless.",Theft,Medium
"My car was parked near the Iscon Mega Mall on SG Highway. Thieves broke in and stole the expensive music system and a dashcam. The loss is over 50,000 rupees.",Theft,Medium
